Strategy,Annual Return,Volatility,Sharpe,Max DD,Win Rate
Top 5 (1-month),1.3119204255118644,0.22236777437145383,5.899777650876558,-0.16886196361241523,0.6682938735660239
Top 10 (1-month),1.0100568987825584,0.19434384372051808,5.197267273539679,-0.2144189488905991,0.6560898218208445
Top 5 (3-month),0.7926001760111298,0.20831257326516125,3.804859992787033,-0.22134005648966915,0.6028801562118623
Top 10 (3-month),0.6251405763254358,0.1861619463429209,3.3580470585212474,-0.23536699480729728,0.5984866975835977
Top 5 (6-month),0.588212641880579,0.2096664678403006,2.8054683609618043,-0.26345560614527874,0.572858188918721
Top 10 (6-month),0.4696375522808089,0.18587229871716093,2.52666780107696,-0.268845570834535,0.5691969733951672
Top 5 (12-month),0.4915985534448738,0.21118696041626323,2.32778838464222,-0.29395261934023886,0.5482060043934587
Top 10 (12-month),0.3856966567175267,0.1846726261789258,2.0885426535486236,-0.2830181661103537,0.5455211130095191
