,TickerYahoo,Name,Market Cap,Country,IPO Year,Industry
0,IMMR,Immersion Corporation Common Stock,316796354.00,United States,1999,Computer peripheral equipment
0,IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,1009772907.00,Taiwan,,Semiconductors
0,INDI,indie Semiconductor Inc. Class A Common Stock,1244772269.00,United States,,Semiconductors
0,INFA,Informatica Inc. Class A Common Stock,8806538250.00,United States,2021,Computer Software: Prepackaged Software
0,INFY,Infosys Limited American Depositary Shares,71787994909.00,India,,EDP Services
0,INLX,Intellinetics Inc. Common Stock,27054051.00,,2022,EDP Services
0,INOD,Innodata Inc. Common Stock,365736557.00,United States,1993,EDP Services
0,INSE,Inspired Entertainment Inc. Common Stock,241798903.00,United States,2014,Computer Software: Prepackaged Software
0,INTA,Intapp Inc. Common Stock,2716929314.00,United States,2021,Computer Software: Prepackaged Software
0,INTC,Intel Corporation Common Stock,128774250000.00,United States,,Semiconductors
0,INTT,inTest Corporation Common Stock,124147041.00,United States,1997,Semiconductors
0,INTU,Intuit Inc. Common Stock,167426289240.00,United States,1993,Computer Software: Prepackaged Software
0,INVE,Identiv Inc. Common Stock,104753416.00,United States,,Computer peripheral equipment
0,IONQ,IonQ Inc. Common Stock,1726529479.00,United States,2021,EDP Services
0,IOT,Samsara Inc. Class A Common Stock,20782230830.00,United States,2021,EDP Services
0,IPDN,Professional Diversity Network Inc. Common Stock,7824686.00,United States,2013,Computer Software: Programming Data Processing
0,IPGP,IPG Photonics Corporation Common Stock,3811096156.00,United States,2006,Semiconductors
0,IPWR,Ideal Power Inc. Common Stock,59053369.00,United States,2013,Semiconductors
0,IREN,Iris Energy Limited Ordinary Shares,516595857.00,Australia,2021,EDP Services
0,ISSC,Innovative Solutions and Support Inc. Common Stock,110735153.00,United States,2000,EDP Services
0,ITRN,Ituran Location and Control Ltd. Ordinary Shares,546476643.00,Israel,2005,Electronic Components
0,IVDA,Iveda Solutions Inc. Common Stock,11226225.00,United States,,Computer Software: Prepackaged Software
0,JAMF,Jamf Holding Corp. Common Stock,2059755432.00,United States,2020,Computer Software: Prepackaged Software
0,JBL,Jabil Inc. Common Stock,14175611509.00,United States,1993,Electrical Products
0,JG,Aurora Mobile Limited American Depositary Shares,18880470.00,China,2018,Computer Software: Programming Data Processing
0,JKHY,Jack Henry & Associates Inc. Common Stock,11793037206.00,United States,1985,Retail: Computer Software & Peripheral Equipment
0,JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),1540740516.00,China,2010,Semiconductors
0,JNPR,Juniper Networks Inc. Common Stock,11240583885.00,United States,1999,Computer peripheral equipment
0,KARO,Karooooo Ltd. Ordinary Shares,911061281.00,Singapore,2021,Computer Software: Prepackaged Software
0,KC,Kingsoft Cloud Holdings Limited American Depositary Shares,730614681.00,China,2020,Computer Software: Prepackaged Software
0,KD,Kyndryl Holdings Inc. Common Stock,6121899574.00,United States,2021,EDP Services
0,KE,Kimball Electronics Inc. Common Stock,558313675.00,United States,,Electrical Products
0,KIND,Nextdoor Holdings Inc. Class A Common Stock,960092984.00,United States,,Computer Software: Programming Data Processing
0,KLAC,KLA Corporation Common Stock,104602451132.00,United States,1980,Electronic Components
0,KLIC,Kulicke and Soffa Industries Inc. Common Stock,2525261441.00,Singapore,,Semiconductors
0,KLTR,Kaltura Inc. Common Stock,171151531.00,United States,2021,Computer Software: Prepackaged Software
0,KOPN,Kopin Corporation Common Stock,97229388.00,United States,1992,Semiconductors
0,KTCC,Key Tronic Corporation Common Stock,44231290.00,United States,1983,Electrical Products
0,KULR,KULR Technology Group Inc. Common Stock,59625846.00,United States,,Electrical Products
0,KVHI,KVH Industries Inc. Common Stock,101144214.00,United States,1996,Radio And Television Broadcasting And Communications Equipment
0,KVYO,Klaviyo Inc. Series A Common Stock,6149687460.00,United States,2023,Computer Software: Prepackaged Software
0,KWE,KWESST Micro Systems Inc. Common Stock,2645840.00,Canada,,Computer Software: Prepackaged Software
0,LAES,SEALSQ Corp Ordinary Shares,19462977.00,Switzerland,,Semiconductors
0,LASR,nLIGHT Inc. Common Stock,614066784.00,United States,2018,Semiconductors
0,LAW,CS Disco Inc. Common Stock,376649305.00,United States,2021,Computer Software: Prepackaged Software
0,LCFY,Locafy Limited Ordinary Share,3828744.00,Australia,2022,Computer Software: Programming Data Processing
0,LDOS,Leidos Holdings Inc. Common Stock,19727362957.00,United States,,EDP Services
0,LDTC,LeddarTech Holdings Inc. Common Shares,63296160.00,United States,2021,Computer Software: Prepackaged Software
0,LEDS,SemiLEDS Corporation Common Stock,10260590.00,Taiwan,2010,Semiconductors
0,LFLY,Leafly Holdings Inc. Common Stock,3689545.00,United States,2019,Computer Software: Prepackaged Software
0,LGCL,Lucas GC Limited Ordinary Shares,215616543.00,China,2024,Computer Software: Programming Data Processing
0,LGL,LGL Group Inc. (The) Common Stock,27353508.00,United States,1946,Industrial Machinery/Components
0,LINK,Interlink Electronics Inc. Common Stock,45336000.00,United States,,Computer peripheral equipment
0,LNW,Light & Wonder Inc. Common Stock,8468438982.00,United States,,EDP Services
0,LOGI,Logitech International S.A. Ordinary Shares,15189611470.00,United States,1997,Computer peripheral equipment
0,LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,3475000000.00,South Korea,2004,Industrial Machinery/Components
0,LPSN,LivePerson Inc. Common Stock,58777731.00,United States,2000,EDP Services
0,LPTH,LightPath Technologies Inc. Class A Common Stock,50841617.00,United States,1996,Semiconductors
0,LRCX,Lam Research Corporation Common Stock,124912566220.00,United States,1984,Industrial Machinery/Components
0,LSCC,Lattice Semiconductor Corporation Common Stock,10592448187.00,United States,,Semiconductors
0,LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,2362167146.00,Canada,,Computer Software: Prepackaged Software
0,LTRY,Lottery.com Inc. Common Stock,,United States,2023,Computer Software: Prepackaged Software
0,LYFT,Lyft Inc. Class A Common Stock,6401267949.00,United States,2019,EDP Services
0,LZ,LegalZoom.com Inc. Common Stock,1628834900.00,United States,2021,EDP Services
0,MANH,Manhattan Associates Inc. Common Stock,13604481348.00,United States,1998,Computer Software: Prepackaged Software
0,MAPS,WM Technology Inc. Class A Common Stock ,143447752.00,United States,2019,Computer Software: Prepackaged Software
0,MARA,Marathon Digital Holdings Inc. Common Stock,5547834054.00,United States,,EDP Services
0,MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,169933935.00,Singapore,,Semiconductors
0,MBLY,Mobileye Global Inc. Class A Common Stock,2463641902.00,Israel,2022,Computer Software: Prepackaged Software
0,MCHP,Microchip Technology Incorporated Common Stock,51551793336.00,United States,1993,Semiconductors
0,MDB,MongoDB Inc. Class A Common Stock,24289174518.00,United States,2017,Computer Software: Prepackaged Software
0,MEI,Methode Electronics Inc. Common Stock,416546185.00,United States,,Electrical Products
0,META,Meta Platforms Inc. Class A Common Stock,1204942519422.00,United States,2012,Computer Software: Programming Data Processing
0,MFI,mF International Limited Ordinary Shares,13556455.00,Hong Kong,2024,EDP Services
0,MGIC,Magic Software Enterprises Ltd. Ordinary Shares,525362564.00,Israel,1991,Computer Software: Prepackaged Software
0,MGNI,Magnite Inc. Common Stock,1699887196.00,United States,,Computer Software: Programming Data Processing
0,MITK,Mitek Systems Inc. Common Stock,593777533.00,United States,,Computer peripheral equipment
0,MKTW,MarketWise Inc. Class A Common Stock,433574996.00,United States,,Computer Software: Prepackaged Software
0,MLGO,MicroAlgo Inc. Ordinary Shares,14391868.00,United States,2021,EDP Services
0,MLNK,MeridianLink Inc. Common Stock,1455547089.00,United States,2021,Computer Software: Prepackaged Software
0,MNDO,MIND C.T.I. Ltd. Ordinary Shares,38039946.00,Israel,,EDP Services
0,MNDR,Mobile-health Network Solutions Class A Ordinary Shares,58459600.00,Singapore,2024,Computer Software: Prepackaged Software
0,MNDY,monday.com Ltd. Ordinary Shares,11666883148.00,Israel,2021,Computer Software: Prepackaged Software
0,MOBX,Mobix Labs Inc. Class A Common Stock,57640679.00,United States,2021,Semiconductors
0,MOMO,Hello Group Inc. American Depositary Shares,1008041454.00,China,2014,Computer Software: Prepackaged Software
0,MPTI,M-tron Industries Inc. Common Stock,102092162.00,,2022,Industrial Machinery/Components
0,MPWR,Monolithic Power Systems Inc. Common Stock,36537583680.00,United States,2004,Semiconductors
0,MQ,Marqeta Inc. Class A Common Stock,2779671459.00,United States,2021,Computer Software: Prepackaged Software
0,MRAM,Everspin Technologies Inc. Common Stock,128266084.00,United States,2016,Semiconductors
0,MRIN,Marin Software Incorporated Common Stock,7890157.00,United States,,EDP Services
0,MRVL,Marvell Technology Inc. Common Stock,65989200000.00,United States,2000,Semiconductors
0,MSAI,MultiSensor AI Holdings Inc. Common Stock,31082112.00,United States,2021,Electronic Components
0,MSFT,Microsoft Corporation Common Stock,3193290184392.00,United States,1986,Computer Software: Prepackaged Software
0,MSGM,Motorsport Games Inc. Class A Common Stock,8693729.00,United States,2021,Computer Software: Prepackaged Software
0,MSI,Motorola Solutions Inc. Common Stock,59861550883.00,United States,,Radio And Television Broadcasting And Communications Equipment
0,MSTR,MicroStrategy Incorporated Common Stock Class A,29134439915.00,United States,1998,Computer Software: Prepackaged Software
0,MTC,MMTec Inc. Common Shares,82127415.00,China,2019,Computer Software: Prepackaged Software
0,MTCH,Match Group Inc. Common Stock,7833224371.00,United States,,Computer Software: Programming Data Processing
0,MTLS,Materialise NV American Depositary Shares,298289289.00,Belgium,2014,Computer Software: Prepackaged Software
0,MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,7367128972.00,United States,2012,Semiconductors
0,MU,Micron Technology Inc. Common Stock,146382990461.00,United States,,Semiconductors
0,MULN,Mullen Automotive Inc. Common Stock,42511920.00,United States,,EDP Services
0,MVIS,MicroVision Inc. Common Stock,231458790.00,United States,1996,Industrial Machinery/Components
0,MX,Magnachip Semiconductor Corporation Common Stock,189616999.00,Luxembourg,2011,Semiconductors
0,MXL,MaxLinear Inc. Common Stock,1505448750.00,United States,2010,Semiconductors
0,MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,301961117.00,United States,2020,Computer Software: Prepackaged Software
0,MYSZ,My Size Inc. Common Stock,2161848.00,Israel,,Retail: Computer Software & Peripheral Equipment
0,NA,Nano Labs Ltd Class A Ordinary Shares,32257404.00,China,2022,Semiconductors
0,NABL,N-able Inc. Common Stock,2544192348.00,United States,2021,Computer Software: Prepackaged Software
0,NCNO,nCino Inc. Common Stock,3436205659.00,United States,2020,Computer Software: Prepackaged Software
0,NEE,NextEra Energy Inc. Common Stock,157500465436.00,United States,,EDP Services
0,NEON,Neonode Inc. Common Stock,52237595.00,Sweden,,Industrial Machinery/Components
0,NET,Cloudflare Inc. Class A Common Stock,25552550202.00,United States,2019,Computer Software: Prepackaged Software
0,NEXN,Nexxen International Ltd. American Depository Shares,471372482.00,Israel,2021,Computer Software: Programming Data Processing
0,NICE,NICE Ltd American Depositary Shares,11956743830.00,Israel,,Computer Manufacturing
0,NNDM,Nano Dimension Ltd. American Depositary Shares,629894879.00,Israel,,Electrical Products
0,NOK,Nokia Corporation Sponsored American Depositary Shares,21219017360.00,Finland,1994,Radio And Television Broadcasting And Communications Equipment
0,NOW,ServiceNow Inc. Common Stock,150287550000.00,United States,2012,Computer Software: Prepackaged Software
0,NRDS,NerdWallet Inc. Class A Common Stock,1054126005.00,United States,2021,EDP Services
0,NSYS,Nortech Systems Incorporated Common Stock,32032587.00,United States,,Industrial Machinery/Components
0,NTAP,NetApp Inc. Common Stock,2427815028.00,United States,1995,Electronic Components
0,NTCT,NetScout Systems Inc. Common Stock,1459023017.00,United States,1999,EDP Services
0,NTES,NetEase Inc. American Depositary Shares,57575763266.00,China,,Computer Software: Prepackaged Software
0,NTNX,Nutanix Inc. Class A Common Stock,17836029118.00,United States,2016,EDP Services
0,NTWK,NetSol Technologies Inc. Common  Stock,29083362.00,United States,,Computer Software: Prepackaged Software
0,NVDA,NVIDIA Corporation Common Stock,2880000000000.00,United States,1999,Semiconductors
0,NVEC,NVE Corporation Common Stock,365836768.00,United States,,Semiconductors
0,NVMI,Nova Ltd. Ordinary Shares,6295712491.00,Israel,2000,Electronic Components
0,NVNI,Nvni Group Limited Ordinary Shares,34927006.00,Cayman Islands,,Computer Software: Prepackaged Software
0,NVTS,Navitas Semiconductor Corporation Common Stock,646327616.00,United States,,Semiconductors
0,NXPI,NXP Semiconductors N.V. Common Stock,70337329734.00,Netherlands,2010,Semiconductors
0,NXTT,Next Technology Holding Inc. Ordinary Shares,10290510.00,China,,EDP Services
0,NYAX,Nayax Ltd. Ordinary Shares,851498105.00,Israel,,Computer Software: Prepackaged Software
0,OBLG,Oblong Inc. Common Stock,4463069.00,United States,,Computer Software: Programming Data Processing
0,OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing thirty ordinary shares,81118658.00,China,2019,Computer Software: Programming Data Processing
0,OKTA,Okta Inc. Class A Common Stock,16187305662.00,United States,2017,Computer Software: Prepackaged Software
0,OLED,Universal Display Corporation Common Stock,8355991416.00,United States,,Electrical Products
0,OMCL,Omnicell Inc. Common Stock ($0.001 par value),1458070871.00,United States,2001,Computer Manufacturing
0,ON,ON Semiconductor Corporation Common Stock,30795998615.00,United States,,Semiconductors
0,ONDS,Ondas Holdings Inc. Common Stock,46688806.00,United States,,Radio And Television Broadcasting And Communications Equipment
0,ONFO,Onfolio Holdings Inc. Common Stock,5924578.00,United States,2022,EDP Services
0,ONTF,ON24 Inc. Common Stock,254541389.00,United States,2021,Computer Software: Prepackaged Software
0,OOMA,Ooma Inc. Common Stock,227040000.00,United States,2015,EDP Services
0,OPRA,Opera Limited American Depositary Shares,1292645055.00,Norway,2018,Computer Software: Prepackaged Software
0,OPTX,Syntec Optics Holdings Inc. Class A Common Stock,113733625.00,United States,2022,Electronic Components
0,OPXS,Optex Systems Holdings Inc. Common Stock,,United States,,Electronic Components
0,ORCL,Oracle Corporation Common Stock,339304053300.00,United States,1986,Computer Software: Prepackaged Software
0,OSIS,OSI Systems Inc. Common Stock (DE),2297142377.00,United States,1997,Industrial Machinery/Components
0,OSPN,OneSpan Inc. Common Stock,494640803.00,United States,,EDP Services
0,OSS,One Stop Systems Inc. Common Stock,47481113.00,United States,2018,Computer Manufacturing
0,OST,Ostin Technology Group Co. Ltd. Ordinary Shares,5742563.00,China,2022,Industrial Machinery/Components
0,OTEX,Open Text Corporation Common Shares,8071561650.00,Canada,1996,EDP Services
0,OTIS,Otis Worldwide Corporation Common Stock ,38414710273.00,United States,2020,Consumer Electronics/Appliances
0,PAGS,PagSeguro Digital Ltd. Class A Common Shares,3683032610.00,Cayman Islands,2018,EDP Services
0,PANW,Palo Alto Networks Inc. Common Stock,99620308000.00,United States,,Computer peripheral equipment
0,PATH,UiPath Inc. Class A Common Stock,10441374916.00,United States,2021,Computer Software: Prepackaged Software
0,PAYC,Paycom Software Inc. Common Stock,9555902074.00,United States,2014,Computer Software: Prepackaged Software
0,PCOR,Procore Technologies Inc. Common Stock,10091277142.00,United States,2021,Computer Software: Prepackaged Software
0,PCTY,Paylocity Holding Corporation Common Stock,8432804292.00,United States,2014,Computer Software: Prepackaged Software
0,PD,PagerDuty Inc. Common Stock,1790105687.00,United States,2019,Computer Software: Prepackaged Software
0,PDFS,PDF Solutions Inc. Common Stock,1374851207.00,United States,2001,Computer Software: Prepackaged Software
0,PEGA,Pegasystems Inc. Common Stock,5036395903.00,United States,1996,EDP Services
0,PERF,Perfect Corp. Class A Ordinary Share,211845236.00,Taiwan,2022,Computer Software: Prepackaged Software
0,PERI,Perion Network Ltd. Ordinary Shares,585974310.00,Israel,2006,EDP Services
0,PHUN,Phunware Inc. Common Stock,56994707.00,Greece,2016,EDP Services
0,PI,Impinj Inc. Common Stock,4447928957.00,United States,2016,Industrial Machinery/Components
0,PINS,Pinterest Inc. Class A Common Stock,28638481915.00,United States,2019,Computer Software: Programming Data Processing
0,PL,Planet Labs PBC Class A Common Stock,537647342.00,United States,2021,Radio And Television Broadcasting And Communications Equipment
0,PLAB,Photronics Inc. Common Stock,1698513072.00,United States,1987,Semiconductors
0,PLTK,Playtika Holding Corp. Common Stock,3173145426.00,Israel,2021,EDP Services
0,PLTR,Palantir Technologies Inc. Class A Common Stock,46508732129.00,United States,2020,Computer Software: Prepackaged Software
0,PLUS,ePlus inc. Common Stock,2013579064.00,United States,1996,Retail: Computer Software & Peripheral Equipment
0,PLXS,Plexus Corp. Common Stock,3020187770.00,United States,,Electrical Products
0,PODC,PodcastOne Inc. Common Stock,43985258.00,United States,,Computer Software: Programming Data Processing
0,POET,POET Technologies Inc. Common Shares,96096148.00,Canada,,Semiconductors
0,POWI,Power Integrations Inc. Common Stock,4255021719.00,United States,1997,Semiconductors
0,PRCH,Porch Group Inc. Common Stock,205812542.00,United States,2020,Computer Software: Prepackaged Software
0,PRGS,Progress Software Corporation Common Stock (DE),2152260683.00,United States,1991,Computer Software: Prepackaged Software
0,PRO,PROS Holdings Inc. Common Stock,1443503926.00,United States,2007,EDP Services
0,PRSO,Peraso Inc. Common Stock,3373686.00,United States,,Semiconductors
0,PRST,Presto Automation Inc. Common Stock,9541531.00,United States,2021,Computer Software: Prepackaged Software
0,PSN,Parsons Corporation Common Stock,11377352670.00,United States,2019,EDP Services
0,PSTG,Pure Storage Inc. Class A Common Stock,20401118239.00,United States,2015,Electronic Components
0,PT,Pintec Technology Holdings Limited American Depositary Shares,17622497.00,China,2018,Computer Software: Programming Data Processing
0,PTC,PTC Inc. Common Stock,21208504610.00,United States,,Computer Software: Prepackaged Software
0,PUBM,PubMatic Inc. Class A Common Stock,1182516134.00,United States,2020,Computer Software: Programming Data Processing
0,PXLW,Pixelworks Inc.  Common Stock,57344845.00,United States,2000,Semiconductors
0,QBTS,D-Wave Quantum Inc. Common Shares,241490656.00,,2022,EDP Services
0,QCOM,QUALCOMM Incorporated Common Stock,233255160000.00,United States,1991,Radio And Television Broadcasting And Communications Equipment
0,QLYS,Qualys Inc. Common Stock,5220256506.00,United States,2012,EDP Services
0,QMCO,Quantum Corporation Common Stock,42663729.00,United States,,Electronic Components
0,QRVO,Qorvo Inc. Common Stock,9253071232.00,United States,,Semiconductors
0,QTWO,Q2 Holdings Inc. Common Stock,3761628456.00,United States,2014,Computer Software: Prepackaged Software
0,QUBT,Quantum Computing Inc. Common Stock,65211083.00,United States,,Computer Software: Prepackaged Software
0,QUIK,QuickLogic Corporation Common Stock,191695266.00,United States,1999,Semiconductors
0,RAMP,LiveRamp Holdings Inc. Common Stock,2072600434.00,United States,2018,EDP Services
0,RBBN,Ribbon Communications Inc. Common Stock,550424792.00,United States,,EDP Services
0,RBLX,Roblox Corporation Class A Common Stock,21200000000.00,United States,2021,Computer Software: Prepackaged Software
0,RBRK,Rubrik Inc. Class A Common Stock,5785530792.00,,2024,Computer Software: Prepackaged Software
0,RCAT,Red Cat Holdings Inc. Common Stock,74281520.00,United States,,Computer Software: Prepackaged Software
0,RDCM,Radcom Ltd. Ordinary Shares,139206984.00,Israel,1997,Computer peripheral equipment
0,RDDT,Reddit Inc. Class A Common Stock,9431213886.00,,2024,EDP Services
0,RDVT,Red Violet Inc. Common Stock ,286625085.00,United States,,Computer Software: Prepackaged Software
0,RELL,Richardson Electronics Ltd. Common Stock,164130679.00,United States,1983,Electronic Components
0,RFIL,RF Industries Ltd. Common Stock,33227855.00,United States,,Electrical Products
0,RGTI,Rigetti Computing Inc. Common Stock,183953647.00,United States,,EDP Services
0,RIOT,Riot Platforms Inc. Common Stock ,2900844783.00,United States,,Retail: Computer Software & Peripheral Equipment
0,RMBL,RumbleOn Inc. Class B Common Stock,195325110.00,United States,,EDP Services
0,RMBS,Rambus Inc. Common Stock,5949507847.00,United States,1997,Semiconductors
0,RNG,RingCentral Inc. Class A Common Stock,3178166037.00,United States,2013,EDP Services
0,ROG,Rogers Corporation Common Stock,2183476000.00,United States,1960,Industrial Machinery/Components
0,RPD,Rapid7 Inc. Common Stock,2346830817.00,United States,2015,Computer Software: Prepackaged Software
0,RUM,Rumble Inc. Class A Common Stock,2558016209.00,United States,2021,Computer Software: Programming Data Processing
0,RXT,Rackspace Technology Inc. Common Stock,416362017.00,United States,2020,Computer Software: Programming Data Processing
0,S,SentinelOne Inc. Class A Common Stock,6412510991.00,United States,2021,Computer Software: Prepackaged Software
0,SABR,Sabre Corporation Common Stock,1143887433.00,United States,2014,Computer Software: Programming Data Processing
0,SAIC,Science Applications International Corporation Common Stock,6852967556.00,United States,,EDP Services
0,SANM,Sanmina Corporation Common Stock,3732581681.00,United States,1993,Electrical Products
0,SAP,SAP  SE ADS,222520547236.00,Germany,,EDP Services
0,SATL,Satellogic Inc. Class A Ordinary Shares,104752623.00,Uruguay,,Radio And Television Broadcasting And Communications Equipment
0,SATX,SatixFy Communications Ltd. Ordinary Share,50699658.00,,2022,Radio And Television Broadcasting And Communications Equipment
0,SBET,SharpLink Gaming Inc. Common Stock,2676159.00,Israel,,Computer Software: Prepackaged Software
0,SCKT,Socket Mobile Inc. Common Stock,9961958.00,United States,,Computer Manufacturing
0,SCSC,ScanSource Inc. Common Stock,1191230725.00,United States,,Retail: Computer Software & Peripheral Equipment
0,SEDG,SolarEdge Technologies Inc. Common Stock,2818551953.00,Israel,2015,Semiconductors
0,SELX,Semilux International Ltd. Ordinary Shares,75605275.00,Taiwan,,Semiconductors
0,SEMR,SEMrush Holdings Inc. Class A Common Stock,2290699831.00,United States,2021,Computer Software: Prepackaged Software
0,SGMA,SigmaTron International Inc. Common Stock,26206048.00,United States,1994,Electrical Products
0,SGN,Signing Day Sports Inc. Common Stock,4306863.00,,2023,EDP Services
0,SHLS,Shoals Technologies Group Inc. Class A Common Stock,1418749072.00,United States,2021,Semiconductors
0,SHMD,SCHMID Group N.V. Class A Ordinary Shares,192527382.00,Cayman Islands,,Industrial Machinery/Components
0,SHOP,Shopify Inc. Class A Subordinate Voting Shares,74750286248.00,Canada,2015,Computer Software: Prepackaged Software
0,SIFY,Sify Technologies Limited American Depositary Shares,284165313.00,India,,Computer Software: Programming Data Processing
0,SIMO,Silicon Motion Technology Corporation American Depositary Shares,2573949400.00,Taiwan,2005,Semiconductors
0,SITM,SiTime Corporation Common Stock,2898967695.00,United States,2019,Semiconductors
0,SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,44757388.00,China,2019,EDP Services
0,SKIL,Skillsoft Corp. Class A Common Stock,77782485.00,United States,2019,Computer Software: Prepackaged Software
0,SKLZ,Skillz Inc. Class A Common Stock,130187296.00,United States,2020,EDP Services
0,SKYT,SkyWater Technology Inc. Common Stock,365115303.00,United States,2021,Semiconductors
0,SLAB,Silicon Laboratories Inc. Common Stock,3908825495.00,United States,2000,Semiconductors
0,SLP,Simulations Plus Inc. Common Stock,968070736.00,United States,,EDP Services
0,SMCI,Super Micro Computer Inc. Common Stock,49375449132.00,United States,2020,Computer Manufacturing
0,SMRT,SmartRent Inc. Class A Common Stock,498515209.00,United States,,EDP Services
0,SMSI,Smith Micro Software Inc. Common Stock,21219496.00,United States,1995,Computer Software: Prepackaged Software
0,SMTC,Semtech Corporation Common Stock,2628367099.00,United States,,Semiconductors
0,SMWB,Similarweb Ltd. Ordinary Shares,611117322.00,,2021,Computer Software: Programming Data Processing
0,SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,6401852.00,Ireland,,Industrial Machinery/Components
0,SNAL,Snail Inc. Class A Common Stock,33062071.00,United States,2022,Computer Software: Prepackaged Software
0,SNAP,Snap Inc. Class A Common Stock,24935587453.00,United States,2017,Computer Software: Programming Data Processing
0,SNCR,Synchronoss Technologies Inc. Common Stock,93891931.00,United States,2018,EDP Services
0,SNOW,Snowflake Inc. Class A Common Stock,49782432000.00,United States,2020,Computer Software: Prepackaged Software
0,SNPS,Synopsys Inc. Common Stock,88906702285.00,United States,1992,Computer Software: Prepackaged Software
0,SNX,TD SYNNEX Corporation Common Stock,11358780396.00,United States,2003,Retail: Computer Software & Peripheral Equipment
0,SOGP,Sound Group Inc. American Depositary Shares,12334336.00,China,2020,Computer Software: Programming Data Processing
0,SOHU,Sohu.com Limited American Depositary Shares,401211024.00,China,,EDP Services
0,SOL,Emeren Group Ltd American Depositary Shares each representing 10 shares,106385094.00,China,2008,Semiconductors
0,SOUN,SoundHound AI Inc Class A Common Stock,1552892524.00,United States,,Computer Software: Prepackaged Software
0,SPCB,SuperCom Ltd. Ordinary Shares (Israel),2787129.00,Israel,,Semiconductors
0,SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),1883783309.00,Curacao,1992,Computer Software: Prepackaged Software
0,SPSC,SPS Commerce Inc. Common Stock,7132454685.00,United States,2010,Computer Software: Prepackaged Software
0,SPT,Sprout Social Inc Class A Common Stock,1857273629.00,United States,2019,EDP Services
0,SQNS,Sequans Communications S.A. American Depositary Shares,41495148.00,France,2011,Semiconductors
0,SRAD,Sportradar Group AG Class A Ordinary Shares,11286926060.00,Switzerland,2021,Computer Software: Programming Data Processing
0,SSNC,SS&C Technologies Holdings Inc. Common Stock,14995210285.00,United States,2010,Computer Software: Prepackaged Software
0,SST,System1 Inc. Class A Common Stock,130698135.00,United States,2020,Computer Software: Programming Data Processing
0,SSTI,SoundThinking Inc. Common Stock,207957627.00,United States,2017,Computer Software: Prepackaged Software
0,SSTK,Shutterstock Inc. Common Stock,1368139753.00,United States,2012,EDP Services
0,SSYS,Stratasys Ltd. Ordinary Shares (Israel),622028741.00,United States,1994,Computer peripheral equipment
0,STM,STMicroelectronics N.V. Common Stock,36629936612.00,Switzerland,,Semiconductors
0,STNE,StoneCo Ltd. Class A Common Shares,4283399013.00,Brazil,2018,EDP Services
0,STRM,Streamline Health Solutions Inc. Common Stock,26229984.00,United States,,EDP Services
0,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),19771471172.00,Ireland,2002,Electronic Components
0,SVCO,Silvaco Group Inc. Common Stock,526524754.00,United States,2024,Computer Software: Prepackaged Software
0,SVRE,SaverOne 2014 Ltd. American Depositary Shares,7369832.00,Israel,2022,EDP Services
0,SWKS,Skyworks Solutions Inc. Common Stock,14478701364.00,United States,,Semiconductors
0,SY,So-Young International Inc. American Depository Shares,100010150.00,China,2019,EDP Services
0,SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,3622516698.00,United States,2002,Semiconductors
0,TACT,TransAct Technologies Incorporated Common Stock,35132098.00,United States,1996,Computer peripheral equipment
0,TAIT,Taitron Components Incorporated Class A Common Stock,17461422.00,United States,1995,Electronic Components
0,TAOP,Taoping Inc. Ordinary Shares ,2313458.00,Hong Kong,,Computer Software: Prepackaged Software
0,TASK,TaskUs Inc. Class A Common Stock,1221039957.00,United States,2021,EDP Services
0,TBLA,Taboola.com Ltd. Ordinary Shares,1350079880.00,Israel,,Computer Software: Programming Data Processing
0,TBRG,TruBridge Inc. Common Stock,138817174.00,United States,2002,EDP Services
0,TCX,Tucows Inc. Class A Common Stock,226486943.00,Canada,,EDP Services
0,TDC,Teradata Corporation Common Stock,3075543500.00,United States,,EDP Services
0,TEAM,Atlassian Corporation Class A Common Stock,43400812540.00,Australia,2015,Computer Software: Prepackaged Software
0,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,45425934800.00,Switzerland,,Electronic Components
0,TENB,Tenable Holdings Inc. Common Stock,5036429957.00,United States,2018,Computer Software: Prepackaged Software
0,TLS,Telos Corporation Common Stock,320758251.00,United States,2020,EDP Services
0,TOST,Toast Inc. Class A Common Stock,13036950000.00,United States,2021,EDP Services
0,TRAK,ReposiTrak Inc. Common Stock,299783040.00,United States,,EDP Services
0,TRIP,TripAdvisor Inc. Common Stock,2502858491.00,United States,,Computer Software: Programming Data Processing
0,TRNR,Interactive Strength Inc. Common Stock,3995000.00,United States,2023,Consumer Electronics/Appliances
