"id","created_at","operation","ticker","quantity","price","amount","fees","stop_loss","take_profit","trailing_stop_distance","highest_price","status","status_at","notes"
"3defbb81","2026-01-05T14:00:00.000000","BUY","MT.AS","18","39.354282000000005","708.38","0.0","37.7642","42.9319","","39.354282000000005","completed","2026-05-06T19:45:26.462227","Limit order 69c71a57 executed @ 39.35"
"1326b9aa","2026-01-07T14:00:00.000000","BUY","BNP.PA","10","79.76429999999999","797.64","0.0","76.5415","87.0156","","79.76429999999999","completed","2026-05-06T19:45:27.319924","Limit order 62512b7e executed @ 79.76"
"8c0ff44e","2026-01-09T14:00:00.000000","SELL","BNP.PA","10","87.0156","870.16","0.0","","","","87.0156","completed","2026-05-06T19:45:28.331013","Take profit exit @ 87.02"
"c0f3bb4a","2026-01-13T14:00:00.000000","BUY","CS.PA","23","39.3525","905.11","0.0","37.7625","42.93","","39.3525","completed","2026-05-06T19:45:29.221808","Limit order 8e419224 executed @ 39.35"
"22b81209","2026-01-20T14:00:00.000000","BUY","AIR.PA","10","204.51697199999998","2045.17","0.0","196.2536","223.1094","","204.51697199999998","completed","2026-05-06T19:45:31.511135","Limit order d7fef516 executed @ 204.52"
"3a9c6b5f","2026-01-20T14:00:00.000000","BUY","EN.PA","18","42.889572","772.01","0.0","41.1567","46.7886","","42.889572","completed","2026-05-06T19:45:31.512982","Limit order 11cd9a35 executed @ 42.89"
"da38d85d","2026-01-21T14:00:00.000000","SELL","MT.AS","18","42.9319","772.77","0.0","","","","42.9319","completed","2026-05-06T19:45:31.989157","Take profit exit @ 42.93"
"0f21c770","2026-01-23T14:00:00.000000","BUY","EN.PA","18","43.003521","774.06","0.0","41.266","46.913","","43.003521","completed","2026-05-06T19:45:32.921784","Limit order 70033d74 executed @ 43.00"
"ac52a51f","2026-01-23T14:00:00.000000","SELL","CS.PA","23","37.7625","868.54","0.0","","","","37.7625","completed","2026-05-06T19:45:32.926052","Stop loss exit @ 37.76"
"dbe8912d","2026-01-26T14:00:00.000000","BUY","AIR.PA","10","201.017619","2010.18","0.0","192.8957","219.292","","201.017619","completed","2026-05-06T19:45:33.396366","Limit order 1c07a3e1 executed @ 201.02"
"7dfacd9b","2026-01-27T14:00:00.000000","BUY","AIR.PA","10","196.740621","1967.41","0.0","188.7915","214.6262","","196.740621","completed","2026-05-06T19:45:33.873623","Limit order f084ef35 executed @ 196.74"
"b83077e6","2026-01-28T14:00:00.000000","BUY","AIR.PA","10","193.824477","1938.24","0.0","185.9932","211.4449","","193.824477","completed","2026-05-06T19:45:34.349663","Limit order 64e2dea2 executed @ 193.82"
"855783d5","2026-02-02T14:00:00.000000","SELL","AIR.PA","40","185.9932","7439.73","0.0","","","","185.9932","completed","2026-05-06T19:45:35.823591","Stop loss exit @ 185.99"
"61411883","2026-02-04T14:00:00.000000","BUY","MT.AS","18","48.082122","865.48","0.0","46.1394","52.4532","","48.082122","completed","2026-05-06T19:45:36.813913","Limit order 804387a6 executed @ 48.08"
"36b035c4","2026-02-10T14:00:00.000000","SELL","MT.AS","18","52.4532","944.16","0.0","","","","52.4532","completed","2026-05-06T19:45:38.851100","Take profit exit @ 52.45"
"c87a46cd","2026-02-11T14:00:00.000000","SELL","EN.PA","36","46.913","1688.87","0.0","","","","46.913","completed","2026-05-06T19:45:39.375219","Take profit exit @ 46.91"
"3d0b1e37","2026-02-12T14:00:00.000000","BUY","BNP.PA","10","91.773","917.73","0.0","88.065","100.116","","91.773","completed","2026-05-06T19:45:39.901197","Limit order aa43f82e executed @ 91.77"
"34df72be","2026-02-12T14:00:00.000000","BUY","MT.AS","18","54.539100000000005","981.7","0.0","52.3355","59.4972","","54.539100000000005","completed","2026-05-06T19:45:39.903908","Limit order 521fba96 executed @ 54.54"
"0ad4c2e7","2026-02-13T14:00:00.000000","BUY","BNP.PA","10","90.6741","906.74","0.0","87.0105","98.9172","","90.6741","completed","2026-05-06T19:45:40.432887","Limit order 17f95c35 executed @ 90.67"
"6aac53e0","2026-02-13T14:00:00.000000","SELL","MT.AS","18","52.3355","942.04","0.0","","","","52.3355","completed","2026-05-06T19:45:40.437776","Stop loss exit @ 52.34"
"9a135624","2026-03-02T14:00:00.000000","BUY","MT.AS","18","54.9252","988.65","0.0","52.706","59.9184","","54.9252","completed","2026-05-06T19:45:46.554702","Limit order eaf249e0 executed @ 54.93"
"ae1ac298","2026-03-02T14:00:00.000000","BUY","BNP.PA","10","94.545","945.45","0.0","90.725","103.14","","94.545","completed","2026-05-06T19:45:46.557029","Limit order 1e621b9a executed @ 94.55"
"eadbe883","2026-03-03T14:00:00.000000","BUY","AI.PA","10","173.9232","1739.23","0.0","166.896","189.7344","","173.9232","completed","2026-05-06T19:45:47.127923","Limit order 9e3f7f4d executed @ 173.92"
"f7609b05","2026-03-03T14:00:00.000000","BUY","MT.AS","18","53.9946","971.9","0.0","51.813","58.9032","","53.9946","completed","2026-05-06T19:45:47.130472","Limit order 4fcf86a6 executed @ 53.99"
"ee742326","2026-03-03T14:00:00.000000","SELL","MT.AS","36","51.813","1865.27","0.0","","","","51.813","completed","2026-05-06T19:45:47.135374","Stop loss exit @ 51.81"
"40e851dc","2026-03-03T14:00:00.000000","SELL","BNP.PA","30","90.725","2721.75","0.0","","","","90.725","completed","2026-05-06T19:45:47.137388","Stop loss exit @ 90.72"
"c41e22e2","2026-03-05T14:00:00.000000","BUY","ENGI.PA","36","25.73505","926.46","0.0","24.6952","28.0746","","25.73505","completed","2026-05-06T19:45:48.303845","Limit order 89118a27 executed @ 25.74"
"868d2e46","2026-03-05T14:00:00.000000","BUY","BNP.PA","10","88.42679999999999","884.27","0.0","84.854","96.4656","","88.42679999999999","completed","2026-05-06T19:45:48.306274","Limit order 5ea74e0c executed @ 88.43"
"7b3d19ab","2026-03-06T14:00:00.000000","BUY","AI.PA","10","168.597","1685.97","0.0","161.785","183.924","","168.597","completed","2026-05-06T19:45:48.882793","Limit order de09079c executed @ 168.60"
"cf5a65e0","2026-03-06T14:00:00.000000","SELL","BNP.PA","10","84.854","848.54","0.0","","","","84.854","completed","2026-05-06T19:45:48.888560","Stop loss exit @ 84.85"
"f5130461","2026-03-09T14:00:00.000000","BUY","AI.PA","10","165.627","1656.27","0.0","158.935","180.684","","165.627","completed","2026-05-06T19:45:49.479475","Limit order 40aa3349 executed @ 165.63"
"57b618b5","2026-03-09T14:00:00.000000","BUY","EN.PA","18","46.441593","835.95","0.0","44.5651","50.6635","","46.441593","completed","2026-05-06T19:45:49.481846","Limit order 8091bb1b executed @ 46.44"
"a3659a29","2026-03-09T14:00:00.000000","SELL","ENGI.PA","36","24.6952","889.03","0.0","","","","24.6952","completed","2026-05-06T19:45:49.487170","Stop loss exit @ 24.70"
"2ba58ada","2026-03-19T14:00:00.000000","BUY","AI.PA","10","168.9138","1689.14","0.0","162.089","184.2696","","168.9138","completed","2026-05-06T19:45:54.258593","Limit order 1a4b91e5 executed @ 168.91"
"50e46fc7","2026-03-19T14:00:00.000000","BUY","ENGI.PA","36","26.131545","940.74","0.0","25.0757","28.5071","","26.131545","completed","2026-05-06T19:45:54.261314","Limit order f1a2c545 executed @ 26.13"
"1c3c0cb6","2026-03-20T14:00:00.000000","BUY","ENGI.PA","36","25.763364","927.48","0.0","24.7224","28.1055","","25.763364","completed","2026-05-06T19:45:54.873178","Limit order 99b7752f executed @ 25.76"
"1652c8fe","2026-03-20T14:00:00.000000","BUY","MT.AS","18","42.3324","761.98","0.0","40.622","46.1808","","42.3324","completed","2026-05-06T19:45:54.876825","Limit order 6b2027d0 executed @ 42.33"
"c29ded83","2026-03-23T14:00:00.000000","SELL","MT.AS","18","40.622","731.2","0.0","","","","40.622","completed","2026-05-06T19:45:55.497137","Stop loss exit @ 40.62"
"976f5977","2026-03-23T14:00:00.000000","SELL","ENGI.PA","72","24.7224","1780.01","0.0","","","","24.7224","completed","2026-05-06T19:45:55.499631","Stop loss exit @ 24.72"
"982dfad5","2026-03-26T14:00:00.000000","BUY","EN.PA","18","47.562273000000005","856.12","0.0","45.6405","51.8861","","47.562273000000005","completed","2026-05-06T19:45:57.369543","Limit order 97f5e578 executed @ 47.56"
"88828677","2026-04-02T14:00:00.000000","BUY","EN.PA","18","48.454956","872.19","0.0","46.4972","52.86","","48.454956","completed","2026-05-06T19:46:00.713866","Limit order d618011d executed @ 48.45"
"a18740fc","2026-04-02T14:00:00.000000","BUY","EL.PA","10","187.577379","1875.77","0.0","179.9985","204.6298","","187.577379","completed","2026-05-06T19:46:00.716822","Limit order 3afa05b8 executed @ 187.58"
"5a691643","2026-04-08T14:00:00.000000","SELL","AI.PA","40","184.2696","7370.78","0.0","","","","184.2696","completed","2026-05-06T19:46:02.047806","Take profit exit @ 184.27"
"4b378042","2026-04-16T14:00:00.000000","BUY","MT.AS","18","51.7572","931.63","0.0","49.666","56.4624","","51.7572","completed","2026-05-06T19:46:06.104293","Limit order a8ae0cf6 executed @ 51.76"
"1466f7dd","2026-04-17T14:00:00.000000","SELL","EL.PA","10","204.6298","2046.3","0.0","","","","204.6298","completed","2026-05-06T19:46:06.800798","Take profit exit @ 204.63"
"c583941a","2026-04-20T14:00:00.000000","BUY","MT.AS","18","52.9056","952.3","0.0","50.768","57.7152","","52.9056","completed","2026-05-06T19:46:07.484498","Limit order 2fba1bf3 executed @ 52.91"
"5bfa8e40","2026-04-21T14:00:00.000000","BUY","MT.AS","18","52.370999999999995","942.68","0.0","50.255","57.132","","52.370999999999995","completed","2026-05-06T19:46:08.182274","Limit order 9c270eb4 executed @ 52.37"
"4c55f7ff","2026-04-22T14:00:00.000000","BUY","BNP.PA","10","91.2186","912.19","0.0","87.533","99.5112","","91.2186","completed","2026-05-06T19:46:08.884489","Limit order 4cdf8d2e executed @ 91.22"
"3787f8b7","2026-04-23T14:00:00.000000","BUY","ERF.PA","16","61.288029","980.61","0.0","58.8118","66.8597","","61.288029","completed","2026-05-06T19:46:09.600312","Limit order 902a12ae executed @ 61.29"
"5aa7ac1d","2026-04-24T14:00:00.000000","BUY","MT.AS","18","51.2622","922.72","0.0","49.191","55.9224","","51.2622","completed","2026-05-06T19:46:10.302041","Limit order 4bb544cb executed @ 51.26"
"b16fb893","2026-04-28T14:00:00.000000","BUY","AI.PA","10","185.7438","1857.44","0.0","178.239","202.6296","","185.7438","completed","2026-05-06T19:46:11.724456","Limit order acdb6023 executed @ 185.74"
"5544b896","2026-04-28T14:00:00.000000","SELL","MT.AS","72","49.191","3541.75","0.0","","","","49.191","completed","2026-05-06T19:46:11.731177","Stop loss exit @ 49.19"
"a0ec2628","2026-04-28T14:00:00.000000","SELL","AI.PA","10","178.239","1782.39","0.0","","","","178.239","completed","2026-05-06T19:46:11.733797","Stop loss exit @ 178.24"
"eadc3f3c","2026-04-29T14:00:00.000000","BUY","CS.PA","23","40.5702","933.11","0.0","38.931","44.2584","","40.5702","completed","2026-05-06T19:46:12.452010","Limit order 4804f793 executed @ 40.57"
"6234a24f","2026-04-29T14:00:00.000000","BUY","BNP.PA","10","90.6048","906.05","0.0","86.944","98.8416","","90.6048","completed","2026-05-06T19:46:12.455256","Limit order 9b48b179 executed @ 90.60"
"89b7e226","2026-04-29T14:00:00.000000","SELL","ERF.PA","16","58.8118","940.99","0.0","","","","58.8118","completed","2026-05-06T19:46:12.462766","Stop loss exit @ 58.81"
"95955dfe","2026-04-30T14:00:00.000000","BUY","BNP.PA","10","89.6049","896.05","0.0","85.9845","97.7508","","89.6049","completed","2026-05-06T19:46:13.180201","Limit order 596b1fd3 executed @ 89.60"
"1692583d","2026-04-30T14:00:00.000000","SELL","BNP.PA","30","85.9845","2579.53","0.0","","","","85.9845","completed","2026-05-06T19:46:13.186832","Stop loss exit @ 85.98"
"e5fa0718","2026-05-04T14:00:00.000000","BUY","CS.PA","23","40.5306","932.2","0.0","38.893","44.2152","","40.5306","completed","2026-05-06T19:46:13.916626","Limit order 275a978c executed @ 40.53"
"80440c83","2026-05-06T14:00:00.000000","SELL","EN.PA","54","52.86","2854.44","0.0","","","","52.86","completed","2026-05-06T19:46:15.384701","Take profit exit @ 52.86"
