"id","created_at","ticker","quantity","entry_price","limit_price","stop_loss","take_profit","trailing_stop_distance","execution_method","scale_count","risk_amount","risk_reward","status","metadata"
"1b5ac6e8","2026-05-06T18:18:01.673382","MT.AS","18","39.7518","39.354282000000005","38.5592","41.2376","1.1926000000000059","limit","1","21.466800000000106","1.2458494046620747","executed","{""strategy"": ""cac_pullback"", ""entry_score"": 85, ""composite_score"": 72.56, ""rr_ratio"": 1.25, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T16:18:01.671094""}"
"a7f85a6b","2026-05-06T18:18:01.675687","BNP.PA","10","81.92","81.1008","79.4624","84.3167","2.4575999999999993","limit","1","24.575999999999993","0.9752197265624984","cancelled","{""strategy"": ""cac_pullback"", ""entry_score"": 85, ""composite_score"": 70.88, ""rr_ratio"": 0.98, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T16:18:01.671110""}"
"1ea75728","2026-05-06T18:18:01.677721","CA.PA","58","14.41","14.2659","13.9777","14.7805","0.4322999999999997","limit","1","25.07339999999998","0.8570437196391397","executed","{""strategy"": ""cac_pullback"", ""entry_score"": 78, ""composite_score"": 69.08, ""rr_ratio"": 0.86, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T16:18:01.671122""}"
"ae077c76","2026-05-06T18:18:01.679420","RNO.PA","32","36.36","35.9964","35.2692","37.8724","1.0908000000000015","limit","1","34.90560000000005","1.386505317198384","executed","{""strategy"": ""cac_pullback"", ""entry_score"": 73, ""composite_score"": 68.64, ""rr_ratio"": 1.39, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T16:18:01.671132""}"
"b01c06b0","2026-05-06T18:18:01.681073","CS.PA","23","40.95","40.5405","39.7215","41.9745","1.228500000000004","limit","1","28.25550000000009","0.8339438339438282","cancelled","{""strategy"": ""cac_pullback"", ""entry_score"": 95, ""composite_score"": 66.94, ""rr_ratio"": 0.83, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T16:18:01.671142""}"
"ac9f5b74","2026-05-06T18:18:01.682743","ACA.PA","57","17.79","17.612099999999998","17.2563","18.2021","0.5336999999999996","limit","1","30.42089999999998","0.772156642308418","cancelled","{""strategy"": ""cac_pullback"", ""entry_score"": 78, ""composite_score"": 66.76, ""rr_ratio"": 0.77, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T16:18:01.671151""}"
"734417b3","2026-05-06T18:18:01.684329","ENGI.PA","36","21.9041","21.685059","21.2469","22.4743","0.6571999999999996","limit","1","23.659199999999984","0.8676202069385274","cancelled","{""strategy"": ""cac_pullback"", ""entry_score"": 78, ""composite_score"": 65.64, ""rr_ratio"": 0.87, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T16:18:01.671160""}"
"0b0e3656","2026-05-06T18:18:01.685969","RI.PA","15","72.98","72.2502","70.7906","75.3978","2.1894000000000062","limit","1","32.84100000000009","1.1043208184890805","executed","{""strategy"": ""cac_pullback"", ""entry_score"": 67, ""composite_score"": 60.92, ""rr_ratio"": 1.1, ""recommendation"": ""HOLD"", ""timestamp"": ""2026-05-06T16:18:01.671168""}"
"c3d54917","2026-05-06T18:18:01.688038","ML.PA","31","28.66","28.3734","27.8002","29.3384","0.8597999999999999","limit","3","26.653799999999997","0.7890207024889508","cancelled","{""strategy"": ""cac_pullback"", ""entry_score"": 58, ""composite_score"": 60.64, ""rr_ratio"": 0.79, ""recommendation"": ""HOLD"", ""timestamp"": ""2026-05-06T16:18:01.671177""}"
"bc31624d","2026-05-06T18:18:01.690004","EDEN.PA","46","18.785","18.59715","18.2214","19.638","0.563600000000001","limit","3","25.925600000000045","1.5134847409510293","executed","{""strategy"": ""cac_pullback"", ""entry_score"": 52, ""composite_score"": 57.49, ""rr_ratio"": 1.51, ""recommendation"": ""HOLD"", ""timestamp"": ""2026-05-06T16:18:01.671185""}"
"2e875a25","2026-05-06T18:18:01.691850","ORA.PA","55","14.34","14.1966","13.9098","14.6835","0.43019999999999925","limit","3","23.66099999999996","0.7984658298465858","executed","{""strategy"": ""cac_pullback"", ""entry_score"": 58, ""composite_score"": 57.2, ""rr_ratio"": 0.8, ""recommendation"": ""HOLD"", ""timestamp"": ""2026-05-06T16:18:01.671194""}"
"224c2d8d","2026-05-06T18:18:01.694266","AI.PA","10","159.0","157.41","154.23","162.1091","4.77000000000001","limit","1","47.7000000000001","0.6518029350104834","executed","{""strategy"": ""cac_pullback"", ""entry_score"": 72, ""composite_score"": 56.61, ""rr_ratio"": 0.65, ""recommendation"": ""HOLD"", ""timestamp"": ""2026-05-06T16:18:01.671202""}"
"27f5f466","2026-05-06T18:18:01.696388","DSY.PA","50","23.4","23.165999999999997","22.698","24.161","0.7019999999999982","limit","3","35.09999999999991","1.084045584045591","cancelled","{""strategy"": ""cac_pullback"", ""entry_score"": 52, ""composite_score"": 56.55, ""rr_ratio"": 1.08, ""recommendation"": ""HOLD"", ""timestamp"": ""2026-05-06T16:18:01.671210""}"
"16587900","2026-05-06T18:18:01.698234","AIR.PA","10","200.0043","198.004257","194.0042","207.2631","6.000100000000003","limit","3","60.00100000000003","1.2097798370027173","cancelled","{""strategy"": ""cac_pullback"", ""entry_score"": 47, ""composite_score"": 55.36, ""rr_ratio"": 1.21, ""recommendation"": ""HOLD"", ""timestamp"": ""2026-05-06T16:18:01.671219""}"
"b19832f2","2026-05-06T18:18:01.699998","BN.PA","15","73.4765","72.741735","71.2722","75.0774","2.2043000000000035","limit","3","33.06450000000005","0.7262623054938044","executed","{""strategy"": ""cac_pullback"", ""entry_score"": 62, ""composite_score"": 53.11, ""rr_ratio"": 0.73, ""recommendation"": ""HOLD"", ""timestamp"": ""2026-05-06T16:18:01.671227""}"
"617bb8bd","2026-01-05T09:00:00.000000","MT.AS","18","39.3528","38.959272","38.1723","41.0022","1.180500000000002","limit","1","21.249000000000038","1.3972045743329073","expired","{""strategy"": ""cac_pullback"", ""entry_score"": 95, ""composite_score"": 79.25, ""rr_ratio"": 1.4, ""recommendation"": ""BUY"", ""timestamp"": ""2026-01-05T09:00:00.000000""}"
