"id","created_at","ticker","quantity","entry_price","limit_price","stop_loss","take_profit","trailing_stop_distance","execution_method","scale_count","risk_amount","risk_reward","status","metadata"
"a3574894","2026-05-06T14:37:13.406277","STMPA.PA","20","47.96","47.4804","45.2262","53.4276","2.7338000000000022","limit","1","54.676000000000045","1.9999999999999973","pending","{""strategy"": ""momentum_cac"", ""entry_score"": 80, ""composite_score"": 73.5, ""rr_ratio"": 2.0, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T12:37:13.404326""}"
"1fe96a42","2026-05-06T14:37:13.408225","VIE.PA","27","36.15","35.7885","35.1252","38.1996","1.024799999999999","limit","1","27.669599999999974","2.0","pending","{""strategy"": ""momentum_cac"", ""entry_score"": 80, ""composite_score"": 71.75, ""rr_ratio"": 2.0, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T12:37:13.404343""}"
"12a4e2b1","2026-05-06T14:37:13.409754","BNP.PA","10","93.73","92.7927","89.8227","101.5445","3.9073000000000064","limit","1","39.073000000000064","1.9999744068794263","pending","{""strategy"": ""momentum_cac"", ""entry_score"": 80, ""composite_score"": 70.0, ""rr_ratio"": 2.0, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T12:37:13.404354""}"
"a6b47dc8","2026-05-06T14:37:13.411216","SGO.PA","12","80.5","79.695","76.828","87.844","3.671999999999997","limit","1","44.063999999999965","2.0","pending","{""strategy"": ""momentum_cac"", ""entry_score"": 80, ""composite_score"": 70.0, ""rr_ratio"": 2.0, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T12:37:13.404364""}"
"66479269","2026-05-06T14:37:13.412719","ML.PA","30","32.37","32.046299999999995","31.307","34.4961","1.0629999999999988","limit","1","31.889999999999965","2.0000940733772374","pending","{""strategy"": ""momentum_cac"", ""entry_score"": 73, ""composite_score"": 68.95, ""rr_ratio"": 2.0, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T12:37:13.404373""}"
"69cf401c","2026-05-06T14:37:13.414218","DSY.PA","49","20.14","19.9386","19.3109","21.7983","0.8291000000000004","limit","1","40.625900000000016","2.0001206127125797","pending","{""strategy"": ""momentum_cac"", ""entry_score"": 73, ""composite_score"": 67.2, ""rr_ratio"": 2.0, ""recommendation"": ""BUY"", ""timestamp"": ""2026-05-06T12:37:13.404381""}"
